 4.25000000e-02 4.87133264e+00 0.00000001e+01
 4.75000000e-02 4.75934365e+00 0.00000001e+01
 5.25000000e-02 4.58341622e+00 0.00000001e+01
 5.75000000e-02 4.55324668e+00 0.00000001e+01
 6.25000000e-02 4.52211347e+00 0.00000001e+01
 6.75000000e-02 4.56919824e+00 0.00000001e+01
 7.25000000e-02 4.64679291e+00 0.00000001e+01
 7.75000000e-02 4.61010576e+00 0.00000001e+01
 8.25000000e-02 4.53911033e+00 0.00000001e+01
 8.75000000e-02 4.58918585e+00 0.00000001e+01
 9.25000000e-02 4.49876613e+00 0.00000001e+01
 9.75000000e-02 4.56006298e+00 0.00000001e+01
 1.02500000e-01 4.50561567e+00 0.00000001e+01
 1.07500000e-01 4.55298569e+00 0.00000001e+01
 1.12500000e-01 4.59316875e+00 0.00000001e+01
 1.17500000e-01 4.68063684e+00 0.00000001e+01
 1.22500000e-01 4.50838260e+00 0.00000001e+01
 1.27500000e-01 4.58590773e+00 0.00000001e+01
 1.32500000e-01 4.55373032e+00 0.00000001e+01
 1.37500000e-01 4.45923543e+00 0.00000001e+01
 1.42500000e-01 4.49111825e+00 0.00000001e+01
 1.47500000e-01 4.43499688e+00 0.00000001e+01
 1.52500000e-01 4.36575538e+00 0.00000001e+01
 1.57500000e-01 4.24295259e+00 0.00000001e+01
 1.62500000e-01 4.21335288e+00 0.00000001e+01
 1.67500000e-01 4.08865000e+00 0.00000001e+01
 1.70000000e-01 4.02914579e+00 0.00000001e+01
 1.75000000e-01 3.98648605e+00 0.00000001e+01
 1.85000000e-01 3.85827955e+00 0.00000001e+01
 1.95000000e-01 3.66402617e+00 0.00000001e+01
 2.05000000e-01 3.49672177e+00 0.00000001e+01
