  1.6250000e-002  1.3156398e+002  2.2940268e-001
  1.8750000e-002  1.0520679e+002  2.0514073e-001
  2.1250000e-002  8.0283737e+001  1.7920238e-001
  2.3750000e-002  6.5866539e+001  1.6231641e-001
  2.6250000e-002  5.6992538e+001  1.5098680e-001
  2.8750000e-002  5.1019399e+001  1.4285573e-001
  3.1250000e-002  4.5449823e+001  1.3483297e-001
  3.3750000e-002  4.5011718e+001  1.3418155e-001
  3.6250000e-002  4.3959911e+001  1.3260454e-001
  3.8750000e-002  4.1793531e+001  1.2929583e-001
  4.2500000e-002  4.0434491e+001  1.2717624e-001
  4.7500000e-002  3.9504927e+001  1.2570589e-001
  5.2500000e-002  3.8044641e+001  1.2336068e-001
  5.7500000e-002  3.7794219e+001  1.2295401e-001
  6.2500000e-002  3.7535798e+001  1.2253293e-001
  6.7500000e-002  3.7926625e+001  1.2316919e-001
  7.2500000e-002  3.8570699e+001  1.2421063e-001
  7.7500000e-002  3.8266178e+001  1.2371932e-001
  8.2500000e-002  3.7676880e+001  1.2276299e-001
  8.7500000e-002  3.8092532e+001  1.2343830e-001
  9.2500000e-002  3.7342003e+001  1.2221621e-001
  9.7500000e-002  3.7850798e+001  1.2304600e-001
  1.0250000e-001  3.7398858e+001  1.2230921e-001
  1.0750000e-001  3.7792053e+001  1.2295048e-001
  1.1250000e-001  3.8125592e+001  1.2349185e-001
  1.1750000e-001  3.8851621e+001  1.2466214e-001
  1.2250000e-001  3.7421825e+001  1.2234676e-001
  1.2750000e-001  3.8065322e+001  1.2339420e-001
  1.3250000e-001  3.7798234e+001  1.2296054e-001
  1.3750000e-001  3.7013879e+001  1.2167807e-001
  1.4250000e-001  3.7278522e+001  1.2211228e-001
  1.4750000e-001  3.6812687e+001  1.2134692e-001
  1.5250000e-001  3.6237948e+001  1.2039593e-001
  1.5750000e-001  3.5218623e+001  1.1869056e-001
  1.6250000e-001  3.4972931e+001  1.1827583e-001
  1.6750000e-001  3.3937835e+001  1.1651238e-001
  1.7000000e-001  3.3443920e+001  1.1566144e-001
  1.7500000e-001  3.3089823e+001  1.1504751e-001
  1.8500000e-001  3.2025645e+001  1.1318241e-001
  1.9500000e-001  3.0413245e+001  1.1029641e-001
  2.0500000e-001  2.9024535e+001  1.0774885e-001
  2.1500000e-001  2.6910096e+001  1.0374988e-001
  2.2500000e-001  2.5282178e+001  1.0056277e-001
  2.3500000e-001  2.3789528e+001  9.7549020e-002
  2.4500000e-001  2.2194227e+001  9.4221499e-002
  2.5500000e-001  2.0628524e+001  9.0837269e-002
  2.6500000e-001  1.9285309e+001  8.7830084e-002
  2.7500000e-001  1.7841024e+001  8.4477272e-002
  2.8500000e-001  1.6497692e+001  8.1234703e-002
  2.9500000e-001  1.5633699e+001  7.9078946e-002
  3.0500000e-001  1.4457503e+001  7.6046048e-002
  3.1500000e-001  1.3401214e+001  7.3215336e-002
  3.2500000e-001  1.2536195e+001  7.0812979e-002
  3.3500000e-001  1.1679011e+001  6.8349137e-002
  3.4500000e-001  1.1069535e+001  6.6541820e-002
  3.5500000e-001  1.0422470e+001  6.4567700e-002
  3.6500000e-001  9.5683579e+000  6.1865525e-002
  3.7500000e-001  9.1594331e+000  6.0529111e-002
  3.8500000e-001  8.5693761e+000  5.8546993e-002
  3.9500000e-001  7.9793019e+000  5.6495316e-002
  4.0500000e-001  7.2515930e+000  5.3857564e-002
