    4000.0      0.85584    
    4260.0      0.87633    
    4520.0      0.89328    
    4780.0      0.90737    
    5040.0      0.91916    
    5300.0      0.92909    
    5560.0      0.93748    
    5820.0      0.94463    
    6080.0      0.95074    
    6340.0      0.95600    
    6600.0      0.96055    
    6860.0      0.96450    
    7120.0      0.96794    
    7380.0      0.97095    
    7640.0      0.97361    
    7900.0      0.97595    
    8160.0      0.97802    
    8420.0      0.97986    
    8680.0      0.98151    
    8940.0      0.98298    
    9200.0      0.98430    
    9460.0      0.98548    
    9720.0      0.98656    
    9980.0      0.98752    
    10240.      0.98840    
    10500.      0.98920    
    10760.      0.98993    
    11020.      0.99059    
    11280.      0.99119    
    11540.      0.99175    
    11800.      0.99226    
    12060.      0.99273    
    12320.      0.99316    
    12580.      0.99356    
    12840.      0.99393    
    13100.      0.99427    
    13360.      0.99458    
    13620.      0.99488    
    13880.      0.99515    
    14140.      0.99540    
    14400.      0.99564    
    14660.      0.99586    
    14920.      0.99606    
    15180.      0.99626    
    15440.      0.99644    
    15700.      0.99660    
    15960.      0.99676    
    16220.      0.99691    
    16480.      0.99705    
    16740.      0.99718    
    17000.      0.99731    
    17260.      0.99742    
    17520.      0.99753    
    17780.      0.99764    
    18040.      0.99774    
    18300.      0.99783    
    18560.      0.99792    
    18820.      0.99800    
    19080.      0.99808    
    19340.      0.99815    
    19600.      0.99822    
    19860.      0.99829    
    20120.      0.99836    
    20380.      0.99842    
    20640.      0.99847    
    20900.      0.99853    
    21160.      0.99858    
    21420.      0.99863    
    21680.      0.99868    
    21940.      0.99873    
    22200.      0.99877    
    22460.      0.99881    
    22720.      0.99885    
    22980.      0.99889    
    23240.      0.99892    
    23500.      0.99896    
    23760.      0.99899    
    24020.      0.99902    
    24280.      0.99905    
    24540.      0.99908    
    24800.      0.99911    
    25060.      0.99914    
    25320.      0.99916    
    25580.      0.99919    
    25840.      0.99921    
    26100.      0.99923    
    26360.      0.99926    
    26620.      0.99928    
    26880.      0.99930    
    27140.      0.99932    
    27400.      0.99934    
    27660.      0.99935    
    27920.      0.99937    
    28180.      0.99939    
    28440.      0.99940    
    28700.      0.99942    
    28960.      0.99943    
    29220.      0.99945    
    29480.      0.99946    
    29740.      0.99948    
    30000.      0.99949    
