  2.8000000e-002  3.3813904e+001  4.7919462e-001
  3.4000000e-002  3.2843622e+001  4.1821863e-001
  4.0000000e-002  3.1996741e+001  3.7521005e-001
  4.6000000e-002  3.1548706e+001  3.4421123e-001
  5.2000000e-002  3.1045114e+001  3.1901808e-001
  5.8000000e-002  3.0896407e+001  2.9956271e-001
  6.4000000e-002  3.0627376e+001  2.8438048e-001
  7.0000000e-002  3.0456269e+001  2.7021841e-001
  7.6000000e-002  3.0178964e+001  2.5603786e-001
  8.2000000e-002  2.9801368e+001  2.4445245e-001
  8.8000000e-002  2.9257898e+001  2.3250643e-001
  9.4000000e-002  2.8627124e+001  2.2013267e-001
  1.0000000e-001  2.7798129e+001  2.0726936e-001
  1.0600000e-001  2.6853434e+001  1.9377424e-001
  1.1200000e-001  2.5758995e+001  1.8207867e-001
  1.1800000e-001  2.4553881e+001  1.6988993e-001
  1.2400000e-001  2.3285338e+001  1.6310520e-001
  1.3000000e-001  2.1958925e+001  1.5613371e-001
  1.3600000e-001  2.0658514e+001  1.4974217e-001
  1.4200000e-001  1.9348366e+001  1.5142084e-001
  1.4800000e-001  1.8052767e+001  1.5248350e-001
  1.5400000e-001  1.6751090e+001  1.5447254e-001
  1.6000000e-001  1.5575817e+001  1.5823857e-001
  1.6600000e-001  1.4481258e+001  1.7155846e-001
  1.7200000e-001  1.3323340e+001  1.9134250e-001
  1.7800000e-001  1.2227606e+001  2.2667662e-001
  1.8400000e-001  1.1289668e+001  9.0579161e-002
  1.9000000e-001  1.0362016e+001  9.4220163e-002
  1.9600000e-001  9.5709513e+000  9.6604941e-002
  2.0200000e-001  8.7415455e+000  9.9898275e-002
  2.0800000e-001  8.0997440e+000  1.0249433e-001
  2.1400000e-001  7.3929501e+000  1.0773255e-001
  2.2000000e-001  6.7752962e+000  1.1370234e-001
  2.2600000e-001  6.3343625e+000  1.2994530e-001
  2.3200000e-001  5.8132279e+000  1.4494179e-001
  2.3800000e-001  5.3515578e+000  1.8325858e-001
