  2.8000000e-002  3.0451053e+001  7.4328709e-001
  3.4000000e-002  2.9591707e+001  6.4170291e-001
  4.0000000e-002  2.8916071e+001  5.7637019e-001
  4.6000000e-002  2.8641606e+001  5.3121773e-001
  5.2000000e-002  2.8317587e+001  4.9489658e-001
  5.8000000e-002  2.8201170e+001  4.6533874e-001
  6.4000000e-002  2.8021692e+001  4.4249354e-001
  7.0000000e-002  2.7888664e+001  4.2050386e-001
  7.6000000e-002  2.7930917e+001  4.0323721e-001
  8.2000000e-002  2.7698168e+001  3.8615164e-001
  8.8000000e-002  2.7392425e+001  3.6963244e-001
  9.4000000e-002  2.6692532e+001  3.4947184e-001
  1.0000000e-001  2.6192924e+001  3.3423328e-001
  1.0600000e-001  2.5445852e+001  3.1553177e-001
  1.1200000e-001  2.4567676e+001  2.9933954e-001
  1.1800000e-001  2.3634174e+001  2.8309681e-001
  1.2400000e-001  2.2659851e+001  2.7582405e-001
  1.3000000e-001  2.1530276e+001  2.6809835e-001
  1.3600000e-001  2.0296652e+001  2.5934302e-001
  1.4200000e-001  1.9169472e+001  2.6758818e-001
  1.4800000e-001  1.8017312e+001  2.7316004e-001
  1.5400000e-001  1.6817200e+001  2.8189346e-001
  1.6000000e-001  1.5765292e+001  2.9383672e-001
  1.6600000e-001  1.4488980e+001  3.1654103e-001
  1.7200000e-001  1.3479543e+001  3.6295118e-001
  1.7800000e-001  1.2696046e+001  4.4582060e-001
  1.8400000e-001  1.1598730e+001  1.6748597e-001
  1.9000000e-001  1.0816069e+001  1.7758550e-001
  1.9600000e-001  1.0005017e+001  1.8395095e-001
  2.0200000e-001  9.0966679e+000  1.9335289e-001
  2.0800000e-001  8.4252698e+000  1.9842363e-001
  2.1400000e-001  7.7544697e+000  2.1458376e-001
  2.2000000e-001  7.1779385e+000  2.3063711e-001
  2.2600000e-001  6.7070739e+000  2.6428367e-001
  2.3200000e-001  5.9644192e+000  2.9760091e-001
  2.3800000e-001  5.6811526e+000  3.7822561e-001
